Score,Episodes,Duration_format,Rating_format,Genre_format,Producers_format,Studios_format,Name_format,Type_format,Source_format,cluster
7.07,6,32,2,0,10,62,1152,2,0,2
7.59,50,24,3,3,58,299,1153,0,0,2
5.82,28,12,1,1,19,380,1154,0,0,2
7.05,3,16,1,2,17,182,1155,1,0,2
6.89,3,45,1,1,11,102,1156,2,1,2
6.03,10,2,1,0,116,39,1157,0,8,2
6.8,12,24,2,1,48,22,1158,0,1,2
6.21,2,55,0,1,3,81,1159,2,1,2
7.7,1,107,3,0,9,50,1160,1,8,2
6.57,13,23,1,0,0,50,1161,0,0,2
6.44,3,25,1,1,124,98,1162,2,26,2
7.22,13,24,1,3,12,11,1163,0,1,2
4.21,2,50,2,2,173,32,1164,2,1,2
7.16,1,94,1,3,20,206,1165,1,0,2
7.06,1,97,1,3,20,206,1166,1,0,2
7.15,1,100,1,3,20,206,1167,1,0,2
8.09,51,25,3,3,37,55,1168,0,1,2
6.52,1,15,3,1,0,39,1169,1,0,2
7.53,74,25,1,4,3,299,1170,0,1,2
6.47,13,25,1,0,19,22,1171,0,0,2
6.72,1,10,3,0,7,5,1172,3,1,2
6.43,1,30,1,3,124,98,1173,2,26,2
7.05,1,79,1,0,6,24,1174,1,0,2
8.66,27,24,1,0,6,46,1175,0,0,2
7.56,26,23,1,1,19,8,1176,0,0,2
8.01,25,25,0,0,5,182,1177,0,1,2
5.73,2,30,2,10,174,22,1178,2,2,2
6.56,1,23,1,0,11,5,1179,3,1,2
7.06,20,8,1,0,9,5,1180,0,1,2
7.55,49,24,1,0,22,299,1181,0,1,2
7.38,1,89,1,0,0,5,1182,1,1,2
7.41,26,24,1,0,11,5,1183,0,1,2
6.11,1,16,1,0,76,32,1184,2,2,2
6.78,1,55,0,2,41,3,1185,2,1,2
6.09,4,30,0,0,24,15,1186,2,0,2
8.12,25,24,0,1,6,0,1187,0,0,2
7.58,52,24,1,0,2,48,1188,0,1,2
6.44,4,29,3,4,169,206,1189,2,0,2
7.24,26,24,1,3,1,146,1190,0,0,2
6.52,13,24,1,1,142,5,1191,0,26,2
6.68,13,24,1,0,15,259,1192,0,0,2
8.06,24,24,1,0,24,299,1193,0,1,2
7.15,43,24,3,0,36,14,1194,0,1,2
7.44,61,23,1,0,7,126,1195,0,1,2
6.37,47,23,3,16,16,19,1196,0,0,2
6.6,1,65,0,1,17,206,1197,1,1,2
7.13,52,24,3,0,11,3,1198,0,0,2
7.12,12,24,1,1,5,206,1199,2,0,2
6.06,2,28,1,0,0,77,1200,2,26,2
6.68,2,23,1,0,124,46,1201,2,1,2
6.01,5,29,2,1,34,171,1202,2,1,2
5.47,1,47,1,0,124,82,1203,2,1,2
5.48,1,42,1,0,140,180,1204,2,0,2
6.2,6,24,2,0,77,15,1205,2,1,2
6.47,1,86,2,1,10,62,1206,1,0,2
6.4,1,50,2,1,10,62,1207,2,0,2
6.38,1,1,2,1,10,62,1208,2,0,2
6.29,1,57,0,1,10,62,1209,2,0,2
6.23,3,50,2,1,141,62,1210,2,0,2
5.78,2,45,2,1,141,62,1211,2,0,2
6.01,4,30,2,1,10,62,1212,2,0,2
6.25,3,46,1,1,141,62,1213,2,0,2
6.39,51,25,1,0,9,215,1214,0,1,2
7.98,148,24,0,6,18,299,1215,0,1,2
7.06,1,95,1,6,18,299,1216,1,4,2
5.86,4,30,2,0,17,62,1217,2,4,2
5.67,1,30,2,0,175,6,1218,2,26,2
6.23,2,30,1,1,24,182,1219,2,1,2
6.52,35,25,1,1,14,41,1220,0,0,2
6.73,6,30,1,1,0,1,1221,2,0,2
5.89,1,31,1,3,24,182,1222,2,1,2
5.92,3,53,1,4,8,3,1223,2,26,2
6.77,2,27,1,0,77,15,1224,2,1,2
7.43,1,95,0,0,5,3,1225,1,1,2
6.31,1,54,1,4,17,62,1226,1,1,2
6.29,1,59,1,2,17,62,1227,1,1,2
5.53,1,30,1,11,24,182,1228,2,1,2
6.14,2,30,1,0,51,62,1229,2,1,2
6.18,1,55,1,3,90,126,1230,2,1,2
7.75,26,24,1,0,2,4,1231,0,1,2
6.56,26,23,0,3,124,5,1232,0,2,2
6.6,26,24,1,4,0,21,1233,0,0,2
7.35,1,90,1,1,81,299,1234,1,1,2
7.14,51,24,1,0,2,8,1235,0,26,2
7.06,25,25,1,1,2,8,1236,0,26,2
7.59,26,24,1,6,20,8,1237,0,1,2
7.23,38,24,1,1,20,171,1238,0,0,2
7.3,128,24,3,1,2,83,1239,0,1,2
7.14,13,30,3,1,3,14,1240,2,1,2
7.11,1,80,1,1,91,299,1241,1,0,2
6.55,50,24,1,1,53,206,1242,0,0,2
7.36,13,24,1,3,12,84,1243,0,0,2
7.02,25,24,1,0,12,182,1244,0,1,2
6.7,2,26,0,0,60,72,1245,2,4,2
7.06,1,26,1,0,176,12,1246,1,4,2
7.13,2,30,2,10,177,213,1247,2,2,2
6.39,2,30,2,10,113,338,1248,2,2,2
6.41,51,25,1,0,8,3,1249,0,26,2
7.82,3,33,1,1,18,3,1250,2,1,2
5.89,2,30,2,2,106,56,1251,2,2,2
6.26,4,30,2,3,42,85,1252,2,1,2
8.12,78,24,3,0,2,183,1253,0,8,2
7.23,26,24,1,0,178,182,1254,0,6,2
7.98,1,111,0,1,6,39,1255,1,1,2
6.32,52,24,1,1,179,102,1256,0,0,2
6.9,13,23,1,4,57,36,1257,0,0,2
7.92,24,24,1,1,6,190,1258,0,1,2
7.95,25,25,1,0,6,86,1259,0,1,2
6.65,13,23,1,1,46,0,1260,0,1,2
5.97,3,25,2,0,0,89,1261,2,0,2
8.09,26,25,3,0,0,182,1262,0,0,2
6.79,12,13,1,0,29,55,1263,0,3,2
8.07,23,24,1,0,10,78,1264,0,2,2
6.33,6,24,1,0,124,62,1265,2,26,2
7.48,1,105,1,0,180,102,1266,1,1,2
7.02,1,84,1,1,54,4,1267,1,0,2
5.83,2,27,2,1,44,22,1268,2,2,2
6.12,6,30,2,8,44,22,1269,2,0,2
6.21,1,70,3,1,43,58,1270,2,0,2
6.89,23,24,1,1,20,206,1271,0,0,2
6.82,1,105,1,1,4,6,1272,1,26,2
7.39,26,25,0,6,164,102,1273,0,1,2
6.46,1,30,1,0,8,14,1274,1,1,2
5.73,2,30,2,3,145,22,1275,2,2,2
5.7,3,30,2,1,106,56,1276,2,2,2
6.71,1,3,1,1,29,4,1277,3,0,2
7.62,61,25,1,3,74,162,1278,0,1,2
6.87,26,24,1,4,0,43,1279,0,0,2
7.41,12,23,2,1,46,182,1280,0,1,2
5.13,1,40,1,3,1,62,1281,2,1,2
7.16,243,25,1,0,3,299,1282,0,1,2
7.28,52,25,1,3,3,14,1283,0,8,2
6.85,50,24,3,3,22,299,1284,0,0,2
8.2,1,98,3,3,17,182,1285,1,5,2
6.48,1,7,1,0,93,11,1286,3,1,2
7.53,3,30,2,3,103,87,1287,2,1,2
6.1,12,23,1,3,13,206,1288,0,0,2
8.42,12,22,0,2,3,299,1289,0,0,2
6.87,1,11,1,0,13,3,1290,3,0,2
5.49,1,74,0,1,53,299,1291,2,0,2
8.42,13,24,0,0,6,43,1292,0,4,2
6.45,39,25,0,1,57,299,1293,0,1,2
7.26,92,25,1,1,57,299,1294,0,1,2
7.22,50,24,1,4,20,206,1295,0,0,2
6.65,38,25,1,1,181,19,1296,0,0,2
6.79,51,24,1,0,7,122,1297,0,1,2
6.82,2,30,1,0,142,3,1298,2,26,2
7.09,1,94,3,2,47,162,1299,1,1,2
6.39,1,44,0,13,35,4,1300,2,0,2
7.31,3,95,0,1,96,206,1301,3,0,2
7.81,1,94,1,1,0,206,1302,1,0,2
6.86,1,7,3,14,182,77,1303,14,1,2
6.39,24,5,1,0,19,62,1304,4,0,2
5.62,1,30,1,0,19,62,1305,2,0,2
6.31,39,25,1,0,7,50,1306,0,0,2
7.02,49,24,1,1,22,55,1307,0,6,2
6.08,26,25,3,0,11,50,1308,0,1,2
6.56,26,23,1,4,151,19,1309,0,0,2
6.67,1,1,1,0,151,15,1310,1,0,2
6.07,3,33,2,1,169,62,1311,2,1,2
5.82,6,30,0,1,141,62,1312,2,0,2
7.28,4,90,0,1,14,206,1313,3,0,2
6.22,2,28,0,0,51,30,1314,2,2,2
5.52,13,25,2,3,51,2,1315,0,2,2
6.19,1,44,1,0,150,102,1316,2,0,2
7.68,1,72,3,0,183,266,1317,1,8,2
7.84,7,49,1,1,0,107,1318,2,1,2
6.34,3,28,2,1,113,163,1319,2,0,2
7.08,26,25,3,1,55,102,1320,0,0,2
6.14,1,45,2,0,10,77,1321,2,0,2
7.11,52,28,3,3,25,126,1322,0,5,2
6.59,1,45,3,5,25,126,1323,1,5,2
7.13,52,22,1,0,2,20,1324,0,1,2
5.71,1,45,2,1,82,62,1325,2,1,2
5.39,2,30,2,10,38,66,1326,2,2,2
7.15,1,50,2,4,11,57,1327,2,1,2
7.03,1,57,2,4,11,57,1328,2,1,2
6.46,1,45,2,7,6,53,1329,2,1,2
7.23,51,24,1,1,34,3,1330,0,0,2
5.47,12,24,2,1,184,1,1331,0,26,2
5.0,25,8,1,7,20,1,1332,0,26,2
6.42,12,24,2,0,12,36,1333,0,6,2
7.06,24,24,1,2,17,380,1334,0,4,2
6.06,3,30,2,10,44,22,1335,2,2,2
7.24,13,23,1,1,55,373,1336,0,6,2
6.77,100,24,1,0,185,122,1337,0,26,2
5.36,52,25,1,0,0,206,1338,0,0,2
7.28,1,30,1,0,91,299,1339,1,0,2
8.28,79,25,1,1,3,237,1340,0,1,2
6.82,12,24,0,0,12,88,1341,0,1,2
6.89,11,23,0,1,7,8,1342,0,1,2
7.47,26,23,1,0,129,259,1343,0,4,2
6.69,2,30,2,10,106,89,1344,2,2,2
5.78,2,30,2,10,106,56,1345,2,1,2
6.12,2,30,1,0,53,255,1346,2,1,2
8.31,1,103,0,1,0,0,1347,1,0,2
6.15,1,50,1,0,41,126,1348,2,1,2
6.19,1,73,2,1,186,215,1349,1,1,2
7.13,1,90,3,2,187,182,1350,1,1,2
7.0,1,91,3,2,187,182,1351,1,1,2
6.87,6,30,2,8,188,90,1352,2,2,2
6.98,3,30,2,10,44,89,1353,2,2,2
6.3,2,30,2,10,106,78,1354,2,2,2
8.1,1,160,0,1,0,15,1355,3,1,2
7.72,1,89,3,0,22,29,1356,1,1,2
7.71,31,24,2,1,3,55,1357,0,1,2
5.53,3,27,1,1,51,1,1358,2,7,2
6.64,6,13,0,0,19,8,1359,2,1,2
5.81,4,34,1,0,43,181,1360,2,4,2
6.17,1,26,1,17,169,62,1361,2,0,2
6.08,1,42,0,3,24,182,1362,2,1,2
7.7,1787,11,1,0,22,29,1363,0,1,2
7.29,1,94,1,0,6,3,1364,1,1,2
6.03,2,28,1,0,10,1,1365,2,2,2
6.16,3,31,1,0,10,1,1366,2,2,2
4.42,6,15,2,1,189,91,1367,4,0,2
5.68,12,25,2,3,12,17,1368,0,2,2
5.41,1,30,2,1,175,92,1369,2,2,2
6.72,12,24,2,0,17,28,1370,0,4,2
6.53,13,24,1,3,33,182,1371,0,7,2
6.63,8,26,2,0,23,299,1372,2,1,2
6.6,26,25,2,0,20,14,1373,0,1,2
6.19,42,25,1,0,22,14,1374,0,1,2
6.69,3,27,2,10,106,89,1375,2,2,2
6.02,1,28,2,10,113,338,1376,2,0,2
7.77,12,24,0,0,12,22,1377,0,1,2
6.6,26,24,1,1,2,19,1378,0,0,2
7.2,1,25,1,0,82,102,1379,2,1,2
6.2,6,25,0,4,0,206,1380,2,8,2
7.22,12,5,1,0,0,41,1381,0,1,2
6.24,12,25,1,2,190,28,1382,0,2,2
5.41,3,30,1,0,10,89,1383,2,0,2
5.72,4,22,2,0,57,63,1384,2,1,2
5.48,2,30,1,2,189,93,1385,2,2,2
7.16,45,24,1,3,22,55,1386,0,1,2
7.52,53,25,3,3,0,14,1387,0,5,2
6.32,13,24,1,0,82,50,1388,0,1,2
7.36,43,24,3,3,3,14,1389,0,5,2
7.63,40,23,3,3,3,14,1390,0,6,2
7.56,22,23,1,3,8,5,1391,0,1,2
8.02,1,30,3,2,2,72,1392,2,1,2
6.44,12,24,3,0,156,5,1393,0,0,2
7.05,26,25,3,0,55,102,1394,0,5,2
8.14,25,24,0,1,20,206,1395,0,0,2
7.73,52,25,1,1,2,206,1396,0,0,2
7.13,1,24,1,0,35,4,1397,3,1,2
5.14,1,47,2,1,68,77,1398,2,1,2
7.64,1,50,0,1,6,25,1399,1,4,2
7.67,1,100,3,0,90,182,1400,1,1,2
6.91,13,25,1,3,19,9,1401,0,2,2
7.46,22,25,1,4,8,15,1402,0,0,2
6.7,54,24,1,1,20,206,1403,0,0,2
7.15,13,25,1,0,8,41,1404,0,1,2
6.65,12,24,1,1,31,380,1405,0,4,2
7.02,26,24,1,4,80,1,1406,0,0,2
7.9,12,24,0,0,19,18,1407,0,1,2
6.01,1,79,1,0,1,58,1408,2,0,2
7.46,26,25,1,1,41,2,1409,0,1,2
6.64,130,10,1,16,191,3,1410,0,5,2
7.93,26,24,1,3,55,182,1411,0,5,2
6.6,26,23,1,1,2,146,1412,0,5,2
5.48,1,71,2,1,186,215,1413,2,5,2
7.86,1,102,3,3,3,14,1414,1,5,2
7.06,26,25,3,3,55,102,1415,0,5,2
6.21,6,25,1,0,99,182,1416,2,5,2
8.31,3,30,0,1,11,15,1417,2,1,2
6.6,31,24,1,1,1,15,1418,0,26,2
6.87,25,23,2,1,5,182,1419,0,1,2
6.69,1,119,1,1,0,206,1420,1,0,2
6.6,2,57,0,1,71,206,1421,2,4,2
6.12,12,28,0,1,5,3,1422,2,4,2
6.36,1,67,2,1,5,20,1423,2,1,2
6.63,22,23,3,6,82,8,1424,0,1,2
6.64,26,24,1,1,192,8,1425,0,1,2
6.93,33,7,0,0,9,5,1426,0,1,2
5.33,25,25,1,0,2,182,1427,0,26,2
6.83,1,131,2,1,71,206,1428,1,1,2
6.1,24,8,1,0,8,10,1429,0,1,2
6.82,1,27,1,0,27,62,1430,2,0,2
5.77,18,3,3,0,6,182,1431,0,0,2
4.92,2,28,2,0,193,1,1432,2,1,2
6.44,3,10,1,17,0,15,1433,1,0,2
7.13,1,56,0,1,57,43,1434,2,1,2
5.09,2,28,2,1,5,6,1435,2,1,2
5.0,25,24,1,1,62,6,1436,0,1,2
7.3,12,24,1,0,12,1,1437,0,3,2
6.94,1,110,1,1,9,94,1438,1,0,2
7.11,193,26,1,1,194,237,1439,0,1,2
6.71,40,25,3,0,195,14,1440,0,0,2
6.92,1,107,3,2,3,14,1441,3,1,2
7.94,6,23,1,0,15,35,1442,2,1,2
7.76,1,90,3,3,2,237,1443,1,5,2
5.88,3,37,2,1,23,1,1444,2,1,2
7.3,1,85,1,2,196,95,1445,1,0,2
6.89,52,24,1,4,2,206,1446,0,0,2
8.07,1,100,1,1,42,96,1447,1,0,2
7.87,24,23,1,0,43,50,1448,0,1,2
5.23,1,75,3,1,47,97,1449,1,0,2
6.56,52,25,3,0,2,182,1450,0,6,2
7.47,1,5,3,0,1,182,1451,14,1,2
6.86,26,24,1,1,48,47,1452,0,1,2
5.83,5,29,0,1,0,141,1453,2,1,2
6.08,13,24,1,7,48,34,1454,0,0,2
5.66,2,27,1,1,51,89,1455,2,26,2
5.47,2,35,0,1,1,182,1456,2,1,2
6.68,51,25,1,1,2,98,1457,0,1,2
7.61,24,24,1,1,46,1,1458,0,4,2
6.28,52,22,1,2,2,14,1459,0,1,2
6.65,25,25,2,1,7,4,1460,0,0,2
6.49,50,24,3,2,197,19,1461,0,0,2
7.36,52,23,3,0,2,183,1462,0,6,2
6.65,52,25,3,0,2,183,1463,0,0,2
7.03,52,24,3,0,2,183,1464,0,6,2
7.02,41,24,3,0,21,206,1465,0,0,2
6.9,43,24,3,1,7,122,1466,0,26,2
6.16,45,5,1,0,51,98,1467,0,10,2
6.01,50,5,3,0,11,3,1468,0,10,2
7.2,52,25,3,2,4,14,1469,0,8,2
6.73,52,25,3,2,2,99,1470,0,8,2
7.93,23,23,3,3,3,14,1471,0,5,2
7.12,51,24,3,3,96,100,1472,0,1,2
5.6,2,42,1,0,77,1,1473,2,5,2
5.45,2,28,1,0,77,1,1474,2,5,2
6.5,1,20,1,2,198,6,1475,3,26,2
7.26,1,90,1,0,4,6,1476,1,26,2
7.53,1,141,1,5,18,29,1477,1,0,2
6.86,4,28,2,10,120,89,1478,2,1,2
5.12,2,30,2,10,38,66,1479,2,2,2
6.98,2,30,2,10,120,75,1480,2,2,2
6.17,1,30,2,10,137,89,1481,2,2,2
6.15,1,35,2,10,150,89,1482,2,2,2
6.8,2,30,2,10,106,56,1483,2,2,2
7.45,1,92,1,0,24,3,1484,1,1,2
7.89,1,101,3,2,18,123,1485,1,0,2
7.19,1,23,1,18,20,5,1486,3,4,2
7.38,34,24,0,0,12,299,1487,0,1,2
8.91,25,24,0,1,0,206,1488,0,0,2
7.1,66,25,1,0,124,101,1489,0,1,2
6.6,63,25,3,0,58,102,1490,0,1,2
7.01,40,24,3,3,3,14,1491,0,5,2
6.42,1,75,1,3,199,102,1492,1,5,2
6.75,47,24,1,6,2,206,1493,0,0,2
6.23,3,30,2,0,38,66,1494,2,2,2
8.67,47,24,1,1,200,55,1495,0,1,2
7.43,51,24,1,0,2,21,1496,0,1,2
7.95,12,24,1,3,59,18,1497,0,2,2
7.21,13,25,1,3,8,103,1498,0,2,2
7.33,24,24,1,3,12,1,1499,0,2,2
6.72,1,24,1,2,0,146,1500,2,26,2
5.0,12,23,3,0,53,15,1501,0,0,2
7.07,24,24,1,7,11,182,1502,0,1,2
6.64,50,23,1,0,3,171,1503,0,1,2
6.12,2,30,2,10,38,66,1504,2,2,2
6.82,51,22,1,14,16,19,1505,0,0,2
7.39,13,23,3,0,136,72,1506,0,3,2
6.28,3,30,2,8,201,56,1507,2,1,2
7.08,1,87,3,15,34,6,1508,1,26,2
8.08,1,32,1,0,202,206,1509,3,1,2
6.46,2,26,2,10,38,66,1510,2,0,2
7.12,2,32,1,2,0,299,1511,1,0,2
7.69,13,24,1,0,19,10,1512,0,1,2
6.73,13,26,1,3,60,4,1513,0,1,2
6.74,25,23,1,4,20,5,1514,0,1,2
8.27,13,24,1,2,10,15,1515,0,4,2
5.06,12,5,1,0,19,380,1516,4,2,2
6.69,13,25,1,2,203,72,1517,0,26,2
4.62,1,86,1,5,10,77,1518,2,0,2
7.35,13,24,0,1,57,43,1519,2,0,2
6.56,2,30,2,8,38,66,1520,2,2,2
5.21,1,45,0,2,10,77,1521,2,4,2
7.62,25,23,0,0,24,182,1522,0,1,2
7.34,26,24,1,0,42,37,1523,0,1,2
6.84,13,25,2,0,24,4,1524,0,1,2
7.71,2,112,0,7,24,182,1525,3,1,2
6.88,1,1,2,2,43,182,1526,1,1,2
6.96,1,48,1,2,17,182,1527,2,1,2
6.78,1,48,1,3,17,182,1528,2,1,2
7.22,23,24,1,0,9,5,1529,0,1,2
7.59,11,23,1,0,18,373,1530,0,1,2
8.28,26,23,0,9,5,182,1531,0,1,2
7.25,330,25,3,0,22,29,1532,0,1,2
6.26,1,30,1,14,24,182,1533,2,1,2
7.23,52,24,1,5,43,181,1534,0,6,2
6.36,2,37,1,11,59,72,1535,2,2,2
6.28,1,59,1,1,199,215,1536,1,5,2
8.12,1,90,1,1,70,215,1537,1,5,2
6.52,47,24,2,0,22,299,1538,0,1,2
6.63,52,23,1,1,3,237,1539,0,1,2
5.82,2,30,2,10,106,56,1540,2,2,2
6.39,35,24,1,1,155,19,1541,0,6,2
7.17,50,25,1,0,204,50,1542,0,0,2
7.14,52,24,3,1,34,162,1543,0,1,2
6.29,2,30,2,8,106,104,1544,2,1,2
6.38,2,30,2,8,38,66,1545,2,0,2
6.82,23,23,3,0,34,3,1546,0,1,2
6.26,3,26,1,0,55,373,1547,2,1,2
5.0,52,10,3,0,6,86,1548,0,0,2
6.69,103,10,2,0,9,29,1549,0,1,2
6.05,1,2,3,1,77,46,1550,2,6,2
6.57,58,23,2,1,2,18,1551,0,1,2
6.63,3,30,2,0,136,10,1552,2,1,2
7.21,1,26,1,1,6,264,1553,1,0,2
7.21,2,26,1,11,65,15,1554,2,0,2
7.3,1,122,1,3,205,15,1555,1,5,2
7.6,2,24,1,0,124,62,1556,3,1,2
8.25,13,24,1,0,9,15,1557,0,1,2
7.65,12,24,1,0,17,5,1558,0,1,2
6.42,51,23,1,1,4,19,1559,0,26,2
7.18,2,30,2,10,120,89,1560,2,2,2
5.93,2,30,2,10,106,56,1561,2,2,2
6.27,52,25,3,0,2,3,1562,0,6,2
6.07,1,95,1,1,17,182,1563,1,5,2
6.03,1,44,1,3,17,182,1564,1,5,2
7.17,34,24,1,0,43,50,1565,0,1,2
6.51,49,25,1,0,9,105,1566,0,1,2
6.13,47,22,3,6,3,83,1567,0,1,2
6.08,1,42,1,1,169,62,1568,2,1,2
7.04,109,24,3,5,4,14,1569,0,1,2
7.07,1,43,1,0,22,4,1570,3,0,2
5.78,1,47,1,1,121,182,1571,2,0,2
7.54,2,24,1,0,12,18,1572,3,3,2
6.36,12,23,0,1,136,190,1573,0,2,2
8.08,6,18,1,4,112,49,1574,4,0,2
6.52,2,30,2,10,106,106,1575,2,2,2
6.95,2,24,1,0,0,11,1576,3,1,2
5.92,26,22,1,2,197,19,1577,0,0,2
6.62,5,22,1,0,74,67,1578,0,1,2
5.8,1,81,1,1,99,215,1579,1,5,2
6.62,52,23,1,0,2,59,1580,0,1,2
7.01,2,27,2,0,103,107,1581,2,1,2
7.33,35,23,1,0,3,299,1582,0,1,2
6.03,1,47,3,1,24,1,1583,2,0,2
7.11,1,24,3,0,19,25,1584,3,0,2
7.13,1,90,1,1,17,4,1585,1,0,2
7.35,13,24,1,0,19,13,1586,0,1,2
8.24,26,24,1,0,25,48,1587,0,1,2
7.93,13,25,0,0,19,18,1588,0,1,2
7.18,13,25,2,0,12,2,1589,0,2,2
7.19,12,25,1,0,18,4,1590,0,26,2
7.16,13,25,0,1,39,41,1591,0,1,2
6.28,38,26,2,0,8,24,1592,2,0,2
7.27,2,48,1,6,18,299,1593,3,1,2
5.0,50,25,1,1,22,299,1594,0,0,2
7.28,12,25,0,4,206,318,1595,2,0,2
5.91,1,67,1,4,1,3,1596,1,0,2
7.14,1,93,1,1,0,79,1597,1,26,2
7.12,13,23,1,3,0,15,1598,0,0,2
6.67,39,21,1,4,2,14,1599,0,0,2
7.22,137,24,1,0,34,299,1600,0,1,2
6.71,46,24,1,0,34,299,1601,0,1,2
6.63,15,7,1,1,20,206,1602,2,0,2
5.0,23,23,3,0,3,15,1603,0,0,2
8.53,13,24,3,2,2,72,1604,0,1,2
7.16,10,24,1,0,20,5,1605,0,1,2
7.06,12,24,1,11,4,380,1606,0,2,2
7.08,40,25,1,4,20,206,1607,0,0,2
7.0,74,25,1,0,3,299,1608,0,1,2
6.91,52,23,3,0,25,45,1609,0,0,2
6.28,37,23,1,1,2,206,1610,0,0,2
6.95,4,29,1,3,207,43,1611,2,2,2
7.22,24,24,1,2,17,380,1612,0,4,2
6.34,1,58,2,1,12,22,1613,2,0,2
6.53,48,24,3,1,156,206,1614,0,0,2
6.71,1,21,1,3,47,5,1615,1,6,2
5.62,1,25,2,0,12,17,1616,2,2,2
6.09,5,30,2,0,106,56,1617,2,2,2
7.16,42,24,1,3,58,14,1618,0,1,2
7.32,6,45,2,1,136,8,1619,0,0,2
6.88,24,25,1,0,17,21,1620,0,0,2
7.05,2,23,1,1,7,8,1621,3,1,2
7.38,12,25,1,0,8,43,1622,0,4,2
6.92,13,23,1,1,20,5,1623,0,1,2
6.13,26,24,1,1,9,44,1624,0,0,2
5.0,1,51,1,16,142,102,1625,1,26,2
7.13,26,22,0,1,5,15,1626,0,0,2
6.58,26,23,1,1,6,86,1627,0,0,2
7.52,20,23,0,6,22,299,1628,0,1,2
8.15,24,26,2,1,70,41,1629,2,5,2
6.7,2,29,2,0,103,2,1630,2,1,2
6.54,3,23,1,1,20,108,1631,0,1,2
5.81,3,30,1,2,0,30,1632,2,0,2
6.22,95,25,2,0,2,3,1633,0,1,2
6.94,24,23,0,1,208,4,1634,0,0,2
7.01,50,24,2,0,2,50,1635,0,1,2
6.94,2,23,1,0,67,30,1636,3,1,2
7.49,12,24,0,2,12,1,1637,0,0,2
7.12,1,30,1,0,24,1,1638,2,1,2
5.93,2,30,2,10,113,338,1639,2,0,2
6.37,50,25,1,1,209,19,1640,0,6,2
7.05,1,97,0,1,172,7,1641,1,26,2
6.32,4,45,2,1,8,215,1642,2,1,2
7.49,4,29,1,0,46,43,1643,3,0,2
7.07,26,24,2,0,24,8,1644,0,1,2
7.03,13,24,1,3,6,5,1645,0,1,2
6.59,12,24,1,0,42,72,1646,0,1,2
7.6,1,14,1,2,48,2,1647,3,4,2
7.24,12,25,1,0,46,88,1648,0,4,2
7.56,24,24,1,0,60,62,1649,0,1,2
6.91,47,24,3,1,156,206,1650,0,0,2
6.47,1,106,2,3,22,50,1651,1,5,2
6.97,21,10,1,5,63,8,1652,0,26,2
6.85,13,20,1,2,15,259,1653,0,0,2
6.46,12,24,2,0,10,8,1654,0,4,2
6.87,48,24,3,1,156,206,1655,0,0,2
6.16,1,30,1,0,24,50,1656,2,1,2
5.13,2,30,3,11,90,3,1657,2,26,2
5.0,12,20,3,0,210,102,1658,0,1,2
5.57,2,46,2,1,173,22,1659,2,0,2
6.66,2,27,2,10,188,90,1660,2,2,2
6.16,3,24,2,10,145,22,1661,2,2,2
7.76,373,25,1,0,3,126,1662,0,1,2
6.45,61,24,3,0,3,3,1663,0,1,2
7.42,12,27,2,10,120,89,1664,2,1,2
6.89,52,24,1,4,98,14,1665,0,0,2
7.2,30,26,1,0,74,206,1666,0,1,2
5.64,4,24,2,10,173,22,1667,2,0,2
6.31,34,25,1,5,2,171,1668,0,1,2
7.92,25,24,1,1,0,21,1669,0,0,2
6.94,2,30,1,1,65,36,1670,2,1,2
6.14,49,25,1,2,96,206,1671,0,26,2
7.28,26,24,1,0,12,11,1672,0,4,2
6.79,51,25,1,1,57,299,1673,0,1,2
6.12,1,30,2,10,38,66,1674,2,2,2
7.88,51,24,1,0,6,0,1675,0,1,2
7.22,3,29,2,0,65,26,1676,2,2,2
7.2,26,24,1,1,60,109,1677,0,2,2
5.43,1,27,1,1,16,181,1678,2,0,2
7.71,1,90,0,1,91,24,1679,1,1,2
7.84,13,24,1,0,6,18,1680,0,3,2
5.25,2,26,1,1,10,1,1681,2,1,2
7.48,12,23,1,0,3,15,1682,0,5,2
7.09,13,23,1,7,19,103,1683,0,4,2
6.85,13,24,1,0,211,67,1684,0,2,2
7.03,12,25,2,0,136,182,1685,0,1,2
5.57,1,59,2,1,70,62,1686,2,1,2
7.23,13,24,1,0,12,9,1687,0,2,2
5.0,25,24,3,0,22,299,1688,0,0,2
6.73,2,30,2,10,120,89,1689,2,1,2
6.18,52,24,3,1,2,43,1690,0,0,2
6.58,3,28,1,11,40,22,1691,2,1,2
6.07,4,2,2,2,12,18,1692,14,1,2
7.44,5,30,1,0,10,5,1693,2,2,2
6.95,24,23,0,1,148,4,1694,0,1,2
6.97,12,24,2,0,29,380,1695,0,4,2
7.29,26,24,1,0,67,1,1696,0,1,2
6.99,24,24,1,1,20,2,1697,0,1,2
5.34,1,36,0,1,212,110,1698,2,1,2
8.08,28,26,0,1,99,41,1699,2,5,2
7.0,12,24,2,1,42,4,1700,0,0,2
7.1,25,23,1,1,141,171,1701,0,0,2
6.88,50,24,3,0,2,3,1702,0,1,2
7.57,22,22,1,1,81,0,1703,0,1,2
5.8,2,30,2,7,106,56,1704,2,1,2
7.12,48,24,3,1,58,299,1705,0,0,2
8.17,12,24,2,4,5,182,1706,0,0,2
8.14,12,13,0,0,90,39,1707,2,1,2
5.98,2,30,2,10,106,56,1708,2,2,2
